contract_id,category,budget_usd,compliance_history,urgency,contract_duration_days,num_line_items,lead_time_buffer_days,vendor_score,past_disputes,vendor_is_local,previous_contracts,region,delayed
CT-07541,Services,16829.5,54,Low,120,12,49,7.5,0,1,5,LATAM,0
CT-00020,Networking,144075.19,38,Low,45,12,38,7.3,0,0,20,Europe,0
CT-00024,Software,97059.23,46,High,30,14,33,7.1,0,0,7,North America,1
CT-03099,Networking,62443.48,58,High,120,3,40,10.0,0,1,16,Asia,0
CT-07174,Hardware,179640.16,82,Medium,45,1,43,5.7,0,1,13,LATAM,0
CT-01179,Cloud License,25708.97,62,Low,180,4,55,6.0,2,0,18,LATAM,0
CT-01148,Services,14380.92,72,Medium,365,5,28,7.5,0,0,2,Asia,1
CT-04075,Services,390504.22,69,Low,90,6,8,4.6,0,1,8,LATAM,1
CT-02758,Networking,6695.32,40,Critical,120,7,44,4.6,0,1,2,North America,1
CT-05285,Hardware,3516.7,48,Low,60,13,8,5.7,0,1,3,Europe,0
CT-00026,Services,67752.44,52,Low,180,7,41,7.4,2,0,1,LATAM,1
CT-06776,Cloud License,30874.11,57,High,365,10,19,8.9,0,0,0,Europe,0
CT-01155,Software,60026.93,65,Critical,365,6,48,7.1,0,0,2,North America,1
CT-05184,Hardware,32670.32,84,Low,120,7,55,9.5,0,1,19,Europe,0
CT-03869,Networking,48991.61,68,Critical,365,4,52,8.2,0,0,18,LATAM,0
CT-02453,Hardware,47823.17,41,Critical,120,13,41,5.1,0,1,12,Asia,1
CT-01611,Software,22643.76,70,Medium,90,1,20,4.5,0,1,19,LATAM,0
CT-00107,Networking,27468.24,62,Medium,60,8,36,7.4,0,1,8,Europe,1
CT-07466,Services,59560.31,79,Critical,60,8,17,3.8,0,1,18,LATAM,1
CT-07611,Hardware,6793.29,66,High,30,8,42,6.4,1,0,5,North America,0
CT-07226,Hardware,23781.52,67,High,30,7,44,8.1,3,1,5,Europe,1
CT-02974,Services,23712.48,48,Critical,30,7,60,4.2,0,0,13,LATAM,1
CT-07690,Software,65777.36,57,Critical,270,10,57,10.0,0,1,15,Europe,1
CT-05674,Services,179393.42,45,High,180,8,36,8.9,0,1,20,LATAM,0
CT-07342,Hardware,81845.32,43,Critical,60,10,27,5.5,0,0,10,Asia,1
CT-01345,Networking,109518.5,51,Low,30,11,31,6.8,0,0,6,LATAM,1
CT-07416,Hardware,28551.54,56,Medium,45,14,16,4.2,0,1,0,North America,0
CT-06903,Cloud License,76672.03,90,High,365,14,50,5.6,0,0,19,Asia,0
CT-06417,Services,365714.4,50,High,120,14,13,7.9,3,0,19,Asia,1
CT-07764,Software,141974.03,90,Low,45,3,18,3.8,2,1,19,North America,0
CT-03115,Services,21611.11,35,Medium,30,14,26,6.9,0,1,4,LATAM,0
CT-06696,Networking,11547.35,56,Medium,60,7,44,6.8,0,1,8,LATAM,0
CT-01344,Networking,33204.55,50,High,30,1,24,4.1,0,0,7,North America,1
CT-02313,Cloud License,89001.49,69,High,180,12,5,6.5,0,1,19,Europe,0
CT-02786,Services,77867.22,44,High,120,6,46,2.2,1,0,20,Europe,1
CT-00297,Software,210392.45,70,High,270,12,51,8.2,0,1,8,Asia,0
CT-06154,Software,25182.86,51,Medium,120,13,12,6.3,1,1,9,Asia,1
CT-04402,Cloud License,131667.33,53,Low,45,13,30,3.1,3,1,17,Asia,0
CT-02593,Networking,94699.9,71,Low,30,5,47,10.0,3,1,17,LATAM,0
CT-00426,Software,26018.25,97,High,45,2,4,7.0,0,0,16,North America,0
CT-06422,Software,48509.07,88,Medium,180,5,35,7.2,0,1,3,Asia,0
CT-06106,Services,140401.87,59,Low,90,14,21,5.5,2,0,12,Asia,1
CT-06846,Networking,71540.95,38,Critical,270,6,7,3.8,0,0,7,Asia,1
CT-05223,Software,24732.47,86,Medium,180,12,47,5.0,0,1,3,Asia,0
CT-03501,Cloud License,26370.61,72,Low,120,10,36,6.8,0,1,17,LATAM,0
CT-01907,Software,43981.33,74,Medium,180,4,3,3.9,2,1,9,LATAM,1
CT-01826,Hardware,34425.36,52,Low,180,14,8,4.9,0,1,11,Asia,1
CT-04551,Cloud License,26702.21,86,Medium,30,12,57,9.8,0,0,13,Asia,0
CT-02584,Networking,38698.4,48,Medium,90,14,30,7.0,2,0,5,LATAM,1
CT-03337,Hardware,30464.83,90,Medium,270,14,8,3.4,1,0,20,North America,1
CT-02666,Networking,39073.87,53,Medium,270,3,56,5.9,0,0,17,LATAM,1
CT-01702,Cloud License,11655.62,54,Medium,45,5,47,5.9,3,1,14,LATAM,1
CT-00745,Hardware,24847.58,64,Critical,270,14,3,6.1,0,0,17,Europe,1
CT-03377,Software,201038.18,46,Critical,270,7,51,7.4,0,1,10,Europe,1
CT-07172,Networking,87427.09,62,High,90,7,45,7.4,3,1,2,LATAM,1
CT-02243,Networking,53027.75,90,Low,90,6,58,4.1,0,0,10,North America,1
CT-05640,Services,11010.73,34,Medium,365,10,5,10.0,0,0,14,Europe,0
CT-05414,Software,84079.05,64,Critical,270,8,43,4.8,0,0,1,North America,1
CT-00258,Services,29871.87,27,Medium,45,3,14,6.4,0,0,8,North America,1
CT-05841,Hardware,330476.47,65,High,90,4,48,6.9,0,0,5,North America,1
CT-01916,Networking,57177.56,76,Low,90,9,57,4.9,1,1,17,North America,0
CT-01914,Hardware,470211.47,72,Critical,60,6,23,8.9,1,0,19,Asia,0
CT-06630,Networking,385363.86,59,Low,270,9,49,9.9,0,0,19,Europe,1
CT-04846,Services,8631.71,81,Critical,120,14,11,7.6,0,0,15,LATAM,0
CT-06969,Hardware,49017.83,56,High,60,9,13,4.9,0,0,8,LATAM,1
CT-05187,Cloud License,73607.57,68,High,120,2,18,2.7,2,0,14,Europe,1
CT-02303,Software,5881.42,58,Medium,365,14,49,10.0,1,1,0,Europe,0
CT-04016,Software,190374.41,43,Medium,180,4,31,5.7,0,1,11,Europe,1
CT-01398,Cloud License,92446.19,58,Critical,60,4,60,3.7,1,1,13,Asia,0
CT-03734,Cloud License,44999.7,76,Critical,270,14,52,7.7,0,0,15,Europe,0
CT-06554,Hardware,243108.53,61,Critical,45,3,9,4.5,3,1,10,North America,1
CT-06132,Cloud License,40984.42,71,Medium,365,11,58,7.8,2,0,19,Europe,0
CT-03056,Hardware,38801.78,72,High,30,14,36,8.2,0,0,13,LATAM,0
CT-06519,Services,14803.15,55,Low,30,7,20,3.4,1,1,1,Asia,1
CT-07808,Software,77203.61,85,High,30,12,54,8.1,1,0,7,Asia,0
CT-04030,Software,10549.89,57,High,270,14,36,6.1,2,1,3,Europe,0
CT-00731,Hardware,6580.57,66,High,30,11,43,5.0,0,0,12,LATAM,1
CT-06682,Networking,500000,39,High,365,9,44,5.4,1,0,14,Asia,1
CT-07638,Cloud License,49817.87,48,Critical,270,6,35,7.1,0,0,9,North America,0
CT-05780,Software,11052.3,70,Low,60,8,51,7.1,1,0,17,Asia,0
CT-05615,Services,99242.89,23,Low,60,13,38,6.9,0,1,7,LATAM,0
CT-04234,Services,16417.38,35,Critical,60,6,52,5.8,1,0,3,Europe,1
CT-03695,Hardware,128322.66,92,High,180,4,53,6.3,0,0,18,Europe,0
CT-00879,Services,89205.2,64,Critical,90,14,49,7.6,1,1,14,North America,0
CT-00309,Hardware,193736.78,76,Medium,30,4,8,7.9,0,0,10,LATAM,0
CT-01142,Hardware,20444.02,82,High,60,1,57,5.7,0,1,12,Europe,0
CT-04564,Cloud License,97456.07,65,High,120,15,32,5.7,0,1,18,North America,0
CT-01894,Hardware,95704.2,70,Low,270,11,40,8.0,1,1,7,LATAM,0
CT-02428,Hardware,38622.03,42,Medium,270,11,49,7.9,0,0,7,Asia,1
CT-05634,Cloud License,53787.95,58,High,45,6,55,6.5,0,0,19,Asia,0
CT-05660,Cloud License,111122.69,78,Low,45,11,32,7.1,1,1,20,Europe,0
CT-04819,Hardware,30792.06,61,Low,365,13,45,7.8,0,0,16,North America,0
CT-02908,Software,57648.9,50,High,180,8,28,7.2,2,1,5,Asia,0
CT-01098,Software,167686.01,42,Medium,180,12,18,7.4,0,0,9,North America,1
CT-06448,Networking,45451.08,74,Critical,60,4,32,6.6,0,0,1,Asia,1
CT-06322,Hardware,48689.86,45,High,45,5,3,6.4,0,0,18,North America,1
CT-03058,Services,64493.46,24,High,90,12,19,3.4,0,1,16,Europe,1
CT-06937,Hardware,43448.24,48,Medium,180,3,45,2.6,0,0,17,Asia,0
CT-01689,Software,2866.41,100,Critical,90,5,53,5.1,0,1,17,Asia,0
CT-04797,Networking,500000,65,Critical,60,10,27,7.8,1,1,11,Europe,1
CT-04994,Software,52240.94,92,Low,180,8,47,3.6,2,1,7,LATAM,0
CT-00789,Cloud License,500000,47,Medium,45,7,40,4.2,1,1,13,North America,1
CT-06359,Software,7811.82,58,Low,90,9,25,7.7,0,0,18,North America,0
CT-05955,Services,45489.47,47,High,270,9,20,5.9,0,0,13,Europe,1
CT-01217,Software,34724.41,63,High,30,13,47,10.0,0,0,11,LATAM,0
CT-00890,Services,30619.93,71,Medium,365,15,45,8.8,0,0,3,Asia,1
CT-02635,Networking,101668.63,66,Medium,60,1,18,5.8,3,0,12,LATAM,1
CT-05728,Hardware,29429.58,45,High,45,5,45,4.0,0,0,3,LATAM,1
CT-01805,Hardware,98970.9,74,High,90,5,10,3.4,0,1,18,Asia,0
CT-02929,Networking,103968.93,70,Critical,270,8,11,5.5,0,1,9,LATAM,0
CT-00723,Networking,31706.79,72,Critical,270,15,30,6.4,0,0,17,LATAM,1
CT-02201,Software,12546.06,64,Critical,45,1,41,6.2,2,1,13,LATAM,1
CT-05376,Cloud License,102788.89,67,Medium,365,6,44,8.2,1,0,14,LATAM,0
CT-00883,Hardware,24342.38,70,High,180,10,23,9.9,0,1,15,Europe,0
CT-03561,Hardware,14073.37,57,Medium,180,1,6,4.4,0,0,6,Asia,1
CT-04041,Services,16756.13,49,Critical,270,6,16,6.2,1,1,1,LATAM,1
CT-07716,Services,353107.04,53,Critical,90,5,34,8.4,0,0,2,LATAM,0
CT-04561,Software,78475.0,61,Critical,120,7,33,8.8,0,1,6,LATAM,0
CT-03023,Hardware,3586.19,54,Low,180,7,41,9.5,1,1,3,North America,1
CT-02566,Services,61576.62,62,Medium,30,5,33,7.8,1,1,20,LATAM,0
CT-05272,Cloud License,5023.43,51,Low,365,3,40,5.4,1,0,3,Asia,0
CT-07189,Cloud License,150394.12,63,Critical,270,9,41,4.3,2,1,20,LATAM,1
CT-03332,Software,78618.14,71,High,45,5,49,7.0,0,0,16,Europe,0
CT-04079,Hardware,139215.05,64,High,270,1,46,5.9,1,0,2,North America,1
CT-00772,Cloud License,500000,72,High,270,10,28,4.9,1,1,0,Europe,1
CT-07389,Services,7170.76,49,Medium,365,3,9,3.7,0,0,13,LATAM,1
CT-02943,Cloud License,123481.8,62,Low,120,11,49,6.1,0,1,20,North America,0
CT-03344,Cloud License,12329.69,56,Critical,120,12,29,6.4,0,0,4,Europe,1
CT-04750,Hardware,65732.46,88,Critical,270,5,44,4.2,0,0,9,North America,1
CT-06934,Hardware,29502.92,70,Medium,60,7,25,8.5,1,0,13,Asia,0
CT-07377,Software,111234.25,63,High,270,13,39,8.0,0,0,12,North America,1
CT-02892,Networking,5084.65,79,Critical,90,8,47,8.9,0,1,9,North America,1
CT-02167,Hardware,84129.36,86,High,365,10,17,8.1,0,1,1,North America,0
CT-00479,Software,17071.94,51,High,180,13,33,2.1,1,1,19,Asia,1
CT-02185,Cloud License,33697.15,73,High,270,2,10,6.6,1,0,16,LATAM,0
CT-02179,Services,166218.11,68,Critical,270,11,50,5.7,0,0,20,Asia,1
CT-05757,Cloud License,53390.48,32,High,270,4,31,4.0,3,1,12,Europe,0
CT-01554,Software,138061.3,88,High,365,6,42,6.5,2,1,10,LATAM,1
CT-05531,Software,500000,56,Low,45,10,11,4.8,2,0,8,Europe,1
CT-00027,Hardware,3144.41,84,Medium,45,12,60,5.3,0,0,13,Europe,0
CT-06901,Software,250089.39,66,Medium,120,6,49,8.1,0,0,4,Europe,1
CT-00639,Services,58348.2,60,Critical,45,15,60,9.9,0,1,9,Asia,0
CT-04534,Services,44922.32,77,Low,365,14,25,9.0,3,1,16,LATAM,1
CT-02991,Hardware,11008.52,69,Medium,270,4,56,3.0,0,0,8,LATAM,0
CT-02778,Hardware,9964.32,58,Critical,365,8,45,5.2,1,1,19,North America,1
CT-01681,Networking,23080.2,98,Low,120,13,46,8.1,1,1,7,Europe,0
CT-03971,Services,356993.97,70,Medium,30,8,30,6.6,0,1,8,North America,0
CT-05476,Hardware,12248.25,30,Critical,180,6,30,5.4,1,1,2,Asia,1
CT-00443,Software,78167.77,68,High,180,4,29,4.7,0,1,14,LATAM,0
CT-02279,Cloud License,100740.66,69,High,180,12,42,4.2,0,0,16,Asia,0
CT-04629,Software,38634.8,48,Medium,120,6,20,8.3,0,1,13,Asia,1
CT-03754,Services,52382.12,79,Medium,365,15,49,10.0,0,0,7,Asia,0
CT-03972,Cloud License,12992.68,69,Medium,120,3,14,10.0,0,1,2,North America,0
CT-03843,Networking,167395.47,97,Medium,45,7,57,6.4,0,0,19,North America,0
CT-05280,Services,35087.35,90,Low,60,12,3,1.7,1,1,12,Europe,1
CT-00371,Software,82542.5,31,Low,270,10,14,7.4,0,0,14,North America,1
CT-07782,Software,45546.0,73,High,45,12,19,5.8,1,0,18,Europe,0
CT-03541,Software,72041.74,81,Medium,45,2,3,6.2,0,0,1,LATAM,1
CT-05523,Hardware,10631.11,21,Critical,180,8,43,7.5,0,1,7,LATAM,1
CT-01342,Hardware,23639.71,35,High,30,1,15,5.7,0,0,1,North America,1
CT-00830,Software,7214.16,66,Critical,180,4,43,9.8,0,1,14,Europe,0
CT-07991,Services,25821.17,63,Critical,90,10,28,8.4,0,0,9,North America,0
CT-07591,Cloud License,55107.12,75,Medium,180,3,29,9.1,0,1,18,Asia,0
CT-07290,Hardware,48520.73,64,Medium,90,2,58,7.5,2,0,5,Europe,0
CT-00448,Hardware,49600.08,52,Low,45,13,54,5.2,1,1,7,Europe,0
CT-05148,Services,26678.17,35,Low,270,10,60,9.8,0,0,20,LATAM,0
CT-03238,Networking,26608.91,80,Critical,90,8,34,1.0,1,1,3,Europe,0
CT-04089,Services,2289.7,67,High,60,6,28,3.1,0,0,2,Europe,1
CT-07235,Hardware,15928.29,70,Critical,60,12,25,4.7,0,0,10,Asia,1
CT-05018,Hardware,230006.38,47,Critical,45,5,48,3.6,1,0,5,LATAM,1
CT-06025,Services,16339.8,41,Medium,120,13,28,7.3,0,1,17,North America,0
CT-07057,Networking,147835.0,62,Medium,120,15,33,6.7,0,1,7,LATAM,0
CT-00062,Hardware,25319.83,72,High,60,4,36,4.2,0,0,19,LATAM,0
CT-03746,Software,226566.65,55,Low,30,6,29,5.5,0,1,2,North America,0
CT-04109,Software,21097.37,73,High,270,10,10,7.9,1,0,20,LATAM,1
CT-00672,Services,54779.65,68,Medium,270,7,28,8.9,2,0,6,LATAM,1
CT-03833,Software,17727.18,36,Low,120,8,19,10.0,1,1,12,LATAM,0
CT-06704,Cloud License,36476.79,73,Critical,90,2,27,5.8,0,1,17,Europe,0
CT-06375,Networking,12270.82,60,High,45,7,13,4.2,0,1,19,Europe,1
CT-07573,Cloud License,84844.97,59,High,45,3,24,5.1,0,1,3,Europe,0
CT-04746,Networking,32085.89,51,Low,120,15,37,7.5,0,0,4,Asia,0
CT-07927,Software,25657.97,41,Critical,270,7,26,8.5,1,0,11,North America,0
CT-04492,Hardware,21011.88,46,Low,30,7,47,8.6,0,1,12,North America,0
CT-05382,Hardware,6528.74,75,Low,180,3,20,5.0,0,1,2,Asia,0
CT-04154,Networking,74915.47,54,High,60,10,55,7.0,0,0,14,LATAM,0
CT-07617,Hardware,230762.92,62,High,30,10,33,5.7,0,0,2,Asia,1
CT-07399,Services,14297.0,69,High,120,6,16,7.8,1,1,20,LATAM,0
CT-06963,Software,51017.38,86,Medium,30,1,44,5.9,0,0,7,LATAM,0
CT-06832,Hardware,108766.48,73,Medium,270,14,23,3.3,0,1,16,North America,1
CT-06436,Cloud License,33770.52,87,Low,60,1,22,6.6,3,1,2,Asia,1
CT-03897,Networking,52238.81,71,Critical,45,7,25,5.3,2,1,20,Europe,0
CT-00860,Networking,125310.45,60,Low,120,2,25,5.5,0,0,6,LATAM,0
CT-04929,Networking,114439.73,80,Medium,30,12,41,7.9,0,0,1,Europe,0
CT-00373,Networking,53797.58,52,High,45,11,43,5.6,0,1,19,Asia,0
CT-01454,Hardware,75681.53,47,Low,60,15,57,6.0,0,1,1,Asia,1
CT-06063,Cloud License,125048.1,100,High,270,15,28,3.8,0,0,12,Asia,0
CT-07211,Cloud License,14095.8,52,High,270,15,25,6.0,1,0,2,Asia,1
CT-05951,Software,10212.33,52,Critical,60,10,6,6.1,0,1,10,LATAM,1
CT-05528,Software,49243.05,74,Critical,30,3,14,3.5,0,1,10,Asia,0
CT-04220,Services,33408.49,79,Critical,120,15,19,6.2,1,0,19,LATAM,1
CT-02132,Services,78880.01,64,Low,60,12,56,6.6,3,0,10,Asia,1
CT-03129,Cloud License,158777.1,58,Critical,365,11,6,4.5,1,1,11,LATAM,0
CT-02387,Networking,8574.68,40,High,365,9,59,4.4,0,0,1,North America,1
CT-00156,Cloud License,26987.47,84,High,120,2,11,8.1,0,0,3,Europe,1
CT-06094,Cloud License,60917.23,59,High,45,11,27,7.5,0,1,6,Europe,0
CT-07273,Hardware,213786.17,40,Low,60,9,15,5.3,2,1,16,Europe,0
CT-01549,Networking,7963.88,66,Critical,270,14,33,7.9,1,0,3,Asia,1
CT-00263,Hardware,184350.3,80,Medium,270,11,55,7.9,2,1,4,North America,1
CT-04714,Networking,42642.72,61,High,120,2,18,8.7,0,0,17,LATAM,0
CT-04204,Services,77552.2,77,High,90,5,26,10.0,2,0,3,North America,0
CT-07506,Hardware,49363.68,42,Critical,180,5,24,9.6,2,0,14,Asia,0
CT-05982,Services,19452.87,66,Medium,120,14,11,7.1,0,1,8,LATAM,1
CT-07664,Services,13495.09,69,Critical,365,11,45,5.6,2,1,0,North America,1
CT-05622,Services,500000,77,Medium,30,5,13,6.0,0,0,3,Asia,1
CT-05632,Cloud License,61545.93,38,Low,365,11,10,7.3,1,0,16,Asia,1
CT-05681,Networking,292294.3,77,High,120,12,24,4.7,0,1,2,Asia,1
CT-01189,Services,296160.69,77,High,180,4,58,7.0,1,0,11,LATAM,0
CT-00614,Cloud License,85393.84,71,Critical,30,10,9,6.2,1,1,20,LATAM,0
CT-01491,Software,20741.32,90,High,365,12,41,5.4,0,1,18,North America,0
CT-04621,Hardware,63223.37,64,Low,60,13,39,9.4,0,0,11,Asia,1
CT-02172,Services,38636.22,83,Medium,60,12,55,5.3,0,0,17,Asia,1
CT-00978,Software,47028.25,77,Low,120,14,26,4.8,1,1,2,LATAM,1
CT-03786,Hardware,21789.1,51,Low,365,14,47,2.7,0,0,15,North America,0
CT-00167,Cloud License,83203.45,86,Medium,90,8,40,7.0,0,0,6,North America,0
CT-03928,Cloud License,157664.0,15,Critical,45,12,10,4.0,0,1,1,LATAM,1
CT-07679,Software,17006.33,64,High,60,13,24,8.3,0,0,3,Asia,1
CT-04809,Services,6690.78,60,Medium,30,14,42,6.5,0,1,7,LATAM,1
CT-01160,Networking,194132.78,57,Critical,120,6,33,5.7,0,0,14,Asia,1
CT-00982,Hardware,11547.14,69,Low,60,12,7,6.2,0,0,15,North America,1
CT-00685,Services,9318.76,48,Medium,270,3,28,5.9,1,0,16,Europe,1
CT-03634,Hardware,91912.93,75,Medium,45,4,8,6.9,0,1,1,North America,0
CT-00414,Cloud License,9573.05,34,High,120,1,28,5.6,0,0,19,LATAM,0
CT-02332,Software,179041.27,70,Critical,120,5,16,7.8,0,1,18,Europe,1
CT-05779,Hardware,189565.2,60,Medium,270,14,27,2.5,0,1,20,Europe,0
CT-06786,Cloud License,40274.96,53,Critical,60,10,53,4.5,0,0,10,Europe,1
CT-05722,Software,206629.47,70,High,45,11,6,5.4,0,0,12,Europe,1
CT-02043,Cloud License,19324.75,68,Medium,180,10,14,3.8,0,1,13,Europe,0
CT-00686,Hardware,229787.78,63,High,180,14,6,8.2,0,1,6,LATAM,1
CT-02014,Services,94545.38,54,Critical,30,13,16,9.7,0,1,19,Europe,0
CT-01622,Cloud License,15057.43,60,Medium,60,10,22,6.7,2,0,10,Asia,0
CT-00764,Networking,162004.36,49,High,60,1,56,5.6,0,1,13,Europe,0
CT-00402,Hardware,17087.05,66,Critical,45,1,33,6.0,0,1,18,North America,1
CT-02770,Hardware,71378.3,76,Low,120,5,14,5.7,0,0,20,LATAM,1
CT-01671,Software,8084.54,65,High,120,3,39,6.1,1,0,20,LATAM,1
CT-03588,Networking,6387.56,26,High,365,11,58,6.2,0,0,2,Asia,0
CT-01279,Software,142855.34,69,Low,180,9,12,6.0,2,0,17,Europe,0
CT-06889,Software,61952.0,81,Medium,90,10,59,6.5,1,0,16,North America,0
CT-05020,Cloud License,15751.58,62,Critical,120,2,52,5.6,0,1,5,Asia,0
CT-06336,Networking,18677.24,94,Critical,30,10,3,10.0,0,0,16,LATAM,0
CT-00063,Networking,44917.03,62,Medium,365,15,21,6.7,1,0,14,Asia,1
CT-04408,Services,212020.37,58,Medium,365,4,4,10.0,1,0,4,Asia,1
CT-00462,Services,42678.05,21,High,365,13,12,2.7,1,0,6,Europe,1
CT-00089,Cloud License,357069.97,71,Low,60,1,31,8.8,0,1,10,Asia,0
CT-07669,Cloud License,14369.96,71,Low,120,4,22,5.7,0,1,13,North America,0
CT-04665,Networking,114929.26,63,Critical,45,7,24,6.7,0,0,0,Asia,1
CT-06150,Cloud License,33742.69,68,Low,30,7,22,8.7,1,0,13,Asia,0
CT-05778,Services,26092.01,59,Critical,270,15,37,4.4,0,1,13,Asia,1
CT-05838,Software,18433.84,100,Critical,90,15,37,7.1,1,1,18,North America,0
CT-06637,Software,30166.45,77,High,270,13,46,5.0,0,0,20,North America,1
CT-02169,Hardware,35661.29,80,Low,30,1,42,7.0,1,1,7,LATAM,0
CT-06693,Cloud License,49683.96,68,High,45,15,43,10.0,1,1,15,LATAM,1
CT-05662,Hardware,61384.75,32,Medium,180,6,51,6.1,1,1,16,North America,1
CT-02491,Services,20458.56,63,Critical,90,13,46,6.1,0,0,6,Asia,0
CT-05112,Software,41027.05,54,Low,270,1,42,5.1,0,1,15,LATAM,0
CT-04456,Services,50526.12,44,High,180,6,37,1.3,0,1,20,North America,1
CT-03486,Cloud License,65372.63,89,Medium,30,6,32,6.7,3,0,0,LATAM,1
CT-02272,Hardware,284783.99,84,High,30,14,34,6.0,0,1,20,LATAM,0
CT-07253,Hardware,96452.0,60,Medium,180,14,60,9.5,0,0,12,North America,0
CT-02101,Networking,71236.42,55,Critical,365,12,34,7.3,1,0,5,Asia,0
CT-03638,Software,28940.23,65,Critical,365,1,30,4.9,0,0,6,Europe,0
CT-05650,Services,1740.3,100,Medium,365,14,9,6.8,1,0,18,Asia,1
CT-07159,Hardware,140916.16,49,Medium,30,15,32,6.0,0,0,2,LATAM,1
CT-04298,Software,24270.65,82,Medium,120,14,41,6.3,0,0,15,Asia,1
CT-01870,Services,57567.3,64,High,120,11,47,7.5,2,1,9,Europe,0
CT-03108,Cloud License,27062.19,30,High,270,15,13,7.5,1,0,19,LATAM,0
CT-07326,Hardware,12682.02,92,Low,45,7,39,3.8,0,0,5,Asia,1
CT-03562,Hardware,39635.02,96,Low,120,8,4,7.4,1,1,20,LATAM,0
CT-07079,Cloud License,90669.79,61,Medium,120,6,37,4.5,1,0,2,Asia,0
CT-00142,Services,15703.84,52,Critical,365,4,57,7.0,0,0,1,Asia,1
CT-06335,Cloud License,37748.8,60,Medium,30,1,20,2.4,0,0,10,Asia,1
CT-07332,Cloud License,19670.39,53,Low,30,13,10,5.5,0,1,5,Europe,0
CT-02395,Cloud License,44819.98,72,High,180,12,50,5.5,0,0,5,Europe,0
CT-07600,Cloud License,13033.32,52,Critical,365,13,11,4.6,0,1,7,Europe,0
CT-00580,Networking,77670.86,43,Critical,60,7,33,9.3,0,0,10,Europe,1
CT-07654,Software,157153.05,74,Medium,120,5,16,8.8,0,1,1,LATAM,0
CT-04646,Networking,25554.2,73,Low,270,9,20,8.9,0,1,7,North America,0
CT-01536,Networking,60264.55,37,Medium,90,9,4,9.4,1,0,4,Europe,1
CT-03387,Hardware,177242.64,55,Medium,120,8,20,8.6,0,0,19,Europe,1
CT-04001,Networking,134922.1,46,Low,60,4,12,7.9,0,0,2,North America,0
CT-03177,Services,34368.14,61,Low,180,11,23,5.2,0,1,5,Europe,1
CT-04906,Hardware,46800.92,76,High,120,14,12,10.0,0,0,2,LATAM,1
CT-01435,Hardware,167230.52,67,High,365,1,8,5.9,1,0,19,Asia,1
CT-01302,Networking,30539.91,42,Critical,30,1,10,5.7,0,1,1,North America,1
CT-02736,Cloud License,119521.95,48,Medium,60,11,26,7.0,0,1,11,Asia,0
CT-00701,Services,11780.73,68,Low,365,2,54,6.2,2,1,1,North America,1
CT-06504,Services,22719.62,65,High,270,3,20,8.5,0,0,0,North America,1
CT-06738,Services,500000,97,High,270,1,54,6.4,0,0,19,Asia,0
CT-01156,Hardware,86555.94,51,High,270,10,53,8.1,0,1,8,Europe,0
CT-07589,Networking,62669.57,66,Low,45,13,57,5.1,0,1,8,North America,0
CT-03683,Networking,120708.18,67,Critical,45,13,34,7.3,0,0,0,Asia,0
CT-07909,Networking,51849.76,32,High,90,1,54,8.6,0,1,6,LATAM,0
CT-04379,Software,104467.81,79,Critical,30,7,15,3.7,0,1,3,North America,1
CT-03609,Software,14418.4,74,Medium,365,15,57,2.4,2,0,17,Asia,0
CT-04267,Hardware,29477.71,64,High,365,6,51,5.6,0,0,11,Europe,1
CT-03244,Networking,71234.23,54,Critical,90,3,21,8.4,1,1,1,North America,0
CT-01040,Software,40973.4,77,Critical,45,2,51,4.9,1,0,12,Europe,1
CT-02904,Cloud License,77077.57,62,High,60,2,44,5.4,2,1,2,Europe,0
CT-06800,Software,403278.4,97,Medium,270,6,60,10.0,0,0,6,LATAM,0
CT-00644,Software,27882.89,58,Critical,60,9,30,3.9,1,0,9,Asia,1
CT-05185,Networking,21035.7,64,Low,365,8,13,5.3,1,0,17,Asia,1
CT-02067,Cloud License,12623.71,63,Medium,180,13,40,7.3,1,0,11,North America,0
CT-01021,Networking,58457.43,80,High,365,5,23,6.0,0,0,0,Asia,0
CT-07384,Hardware,41584.01,67,Critical,180,10,23,4.7,1,1,3,North America,1
CT-04555,Hardware,86922.85,78,Low,365,6,44,4.9,1,0,17,North America,1
CT-02470,Hardware,20868.62,70,Critical,60,13,12,4.8,0,0,0,Asia,1
CT-00582,Networking,20517.29,84,Critical,90,11,13,7.7,1,0,3,Europe,1
CT-04251,Cloud License,41370.83,37,Critical,120,7,7,6.7,0,1,18,North America,1
CT-06549,Cloud License,123454.46,65,Low,45,5,42,8.8,1,1,16,Europe,0
CT-07847,Networking,60996.63,68,Medium,45,6,45,3.6,0,0,16,LATAM,0
CT-06542,Networking,59481.03,45,Low,45,2,17,5.0,1,0,12,Asia,0
CT-02813,Services,249010.14,50,Low,180,9,31,6.4,1,1,14,Asia,1
CT-04739,Services,88039.17,82,Low,180,9,23,7.4,0,0,2,Asia,1
CT-03992,Services,32763.91,38,Medium,365,8,51,5.9,0,0,5,Asia,0
CT-02100,Hardware,18277.88,86,Low,270,7,3,6.7,0,0,12,Asia,0
CT-04168,Cloud License,24677.37,68,Medium,45,10,51,6.8,0,1,19,North America,0
CT-07804,Services,54612.77,79,Medium,60,10,7,4.3,0,0,19,North America,0
CT-05194,Services,21982.68,56,Low,270,15,52,7.0,1,1,4,LATAM,1
